query_text,persona,intent_label,complexity,notes
Stanford vs UCLA for finance,counselor_teacher,comparison,complex,compare entities
best political science schools in California,college_student,filtered_search,medium,1–2 filters
internships for Duke,college_student,attribute_lookup,short_circuit,single attribute
Vanderbilt job placement for psychology,high_school_student,career_outcomes,medium,outcomes
affordable film schools in warm states with good job placement,high_school_student,multi_constraint,complex,multi-constraint
Georgia Tech scholarships,parent,cost_financial_aid,llm_needed,cost / aid
create reach target safety list for film in California under 20k,advisor,filtered_search,medium,1–2 filters; advisor framing
Northwestern tuition vs Arizona State tuition,college_student,comparison,complex,compare entities
Stanford acceptance rate,college_student,attribute_lookup,short_circuit,single attribute
best colleges for political science job outcomes,college_student,career_outcomes,medium,outcomes
does Princeton have chemistry,counselor_teacher,attribute_lookup,short_circuit,single attribute
Wisconsin,counselor_teacher,exact_lookup,short_circuit,simple entity
Columbia admissions profile average sat and gpa,counselor_teacher,recommendation,complex,needs recommendations; counselor framing
affordable nursing schools near a major tech hub with good job placement,high_school_student,multi_constraint,complex,multi-constraint
cheapest pre-law schools in the Midwest,advisor,cost_financial_aid,medium,cost / aid; advisor framing
how do i apply to Harvard,advisor,admissions_process,medium,how-to / admissions
universities with strong computer science,counselor_teacher,filtered_search,medium,1–2 filters; counselor framing
schools like Purdue but cheaper,high_school_student,recommendation,complex,needs recommendations
four year cost of Purdue including housing,parent,cost_financial_aid,medium,cost / aid; parent framing
medium-sized data science colleges in Texas low tuition reach schools,parent,multi_constraint,complex,multi-constraint
NYU,parent,exact_lookup,short_circuit,simple entity
colleges near a major tech hub,parent,filtered_search,short_circuit,1–2 filters
cheapest pre-law schools in Texas,high_school_student,cost_financial_aid,medium,cost / aid
what essays does USC require,college_student,admissions_process,medium,how-to / admissions
Cornell job placement for public health,counselor_teacher,career_outcomes,medium,outcomes
colleges in Texas,parent,filtered_search,complex,1–2 filters
University of Michigan vs University of Washington for neuroscience,advisor,comparison,complex,compare entities
small electrical engineering colleges on the East Coast under 20k reach schools,advisor,multi_constraint,complex,multi-constraint
Vanderbilt tuition vs UC Irvine tuition,high_school_student,comparison,complex,compare entities
colleges near a major tech hub under 20k with strong research and internships,parent,multi_constraint,complex,multi-constraint
four year cost of UC Irvine including housing,parent,filtered_search,short_circuit,1–2 filters; parent framing
mit without the suffering,parent,rewrite_needed,complex,needs rewrite; parent framing
Northeastern study abroad,high_school_student,attribute_lookup,short_circuit,single attribute
harvard but less stressful,high_school_student,rewrite_needed,short_circuit,needs rewrite
affordable pre-law schools near the beach with good job placement,high_school_student,multi_constraint,complex,multi-constraint
university of florida,parent,exact_lookup,short_circuit,simple entity
Princeton financial aid for out of state,counselor_teacher,cost_financial_aid,medium,cost / aid
Northeastern tuition vs MIT tuition,parent,comparison,llm_needed,compare entities
colleges near the beach under 40k with strong research and internships,advisor,multi_constraint,complex,multi-constraint; advisor framing
does Columbia have mechanical engineering,college_student,attribute_lookup,short_circuit,single attribute
rankings for Georgia Tech,parent,attribute_lookup,short_circuit,single attribute
colleges in warm states,parent,filtered_search,medium,1–2 filters; parent framing
Vanderbilt introverts,advisor,campus_life_fit,llm_needed,subjective fit
small electrical engineering colleges near a major tech hub low tuition safety schools,advisor,multi_constraint,complex,multi-constraint
medium-sized business colleges in warm states under 20k safety schools,college_student,multi_constraint,complex,multi-constraint
location for Virginia Tech,parent,attribute_lookup,short_circuit,single attribute
best computer science schools not Florida,college_student,filtered_search,medium,1–2 filters
best pre-law schools not Florida,counselor_teacher,filtered_search,medium,1–2 filters
University of Maryland admissions profile average sat and gpa,counselor_teacher,filtered_search,medium,1–2 filters; counselor framing
large business colleges near Chicago under 30k reach schools,parent,multi_constraint,complex,multi-constraint
Vanderbilt financial aid for out of state,parent,cost_financial_aid,medium,cost / aid
Columbia vibe,advisor,campus_life_fit,llm_needed,subjective fit
cheapest biology schools near Chicago,college_student,cost_financial_aid,medium,cost / aid
schools like UC Berkeley but cheaper,high_school_student,recommendation,complex,needs recommendations
University of Michigan,parent,exact_lookup,short_circuit,simple entity
schools good for vibe,parent,campus_life_fit,llm_needed,subjective fit; parent framing
recommend large colleges near Chicago for psychology not too competitive,high_school_student,recommendation,complex,needs recommendations
Cornell but cheaper,advisor,rewrite_needed,complex,needs rewrite
recommend large colleges near a major tech hub for public health not too competitive,counselor_teacher,recommendation,complex,needs recommendations
schools like Vanderbilt but cheaper,college_student,recommendation,complex,needs recommendations
Rice University admissions profile average sat and gpa,counselor_teacher,cost_financial_aid,medium,cost / aid; counselor framing
schools with strong first gen support,counselor_teacher,campus_life_fit,llm_needed,subjective fit; counselor framing
four year cost of Carnegie Mellon including housing,parent,career_outcomes,medium,outcomes; parent framing
what essays does Virginia Tech require,college_student,admissions_process,medium,how-to / admissions
does Northwestern have engineering,high_school_student,attribute_lookup,short_circuit,single attribute
schools in California with low student-to-faculty ratio,parent,filtered_search,medium,1–2 filters; parent framing
job placement for Georgia Tech,parent,attribute_lookup,short_circuit,single attribute
University of Maryland vs University of Florida,counselor_teacher,comparison,complex,compare entities
Stanford average ACT,advisor,attribute_lookup,short_circuit,single attribute
internships for UC Berkeley,college_student,attribute_lookup,short_circuit,single attribute
Northwestern vs University of Florida for data science,college_student,comparison,complex,compare entities
