query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
how to help honors students find appropriately challenging coursework,advisor,attribute_lookup,retrieval,medium,"honors students, challenging coursework, advising, academic",academic_advising,special populations,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to advise students enrolled in online or hybrid degree programs,advisor,attribute_lookup,retrieval,medium,"online, hybrid, degree programs, advising, students",academic_advising,special populations,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
what are the best advising software platforms used in higher education,advisor,attribute_lookup,retrieval,medium,"advising software, platforms, higher education, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to use EAB Navigate or similar tools for student outreach,advisor,attribute_lookup,retrieval,medium,"EAB Navigate, outreach tools, advising, technology",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to run effective group advising or workshop sessions,advisor,attribute_lookup,retrieval,medium,"group advising, workshops, sessions, effectiveness",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to develop an advising syllabus or student contract,advisor,attribute_lookup,retrieval,medium,"advising syllabus, student contract, expectations, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to use data analytics to identify trends in student outcomes,advisor,attribute_lookup,retrieval,complex,"data analytics, student outcomes, trends, advising",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",career_outcome_cue
what professional development resources are available for academic advisors,advisor,attribute_lookup,retrieval,medium,"professional development, advisors, resources, NACADA",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to measure the effectiveness of your advising practice,advisor,attribute_lookup,retrieval,medium,"effectiveness, advising practice, measurement, outcomes",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to build a referral network with other campus offices,advisor,attribute_lookup,retrieval,medium,"referral network, campus offices, collaboration, advising",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to use strengths-based advising techniques,advisor,attribute_lookup,retrieval,medium,"strengths-based advising, techniques, student engagement, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to apply motivational interviewing in advising sessions,advisor,attribute_lookup,retrieval,medium,"motivational interviewing, advising, sessions, techniques",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to prepare for NACADA conferences and professional advising events,advisor,attribute_lookup,retrieval,medium,"NACADA, conferences, professional events, advising",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to create an advising resource guide for incoming students,advisor,attribute_lookup,retrieval,medium,"resource guide, incoming students, advising, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to handle advising sessions remotely or via video call,advisor,attribute_lookup,retrieval,medium,"remote advising, video call, virtual, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to stay current with new academic programs at your institution,advisor,attribute_lookup,retrieval,medium,"new programs, institutional knowledge, advising, currency",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to use assessment tools to understand student goals,advisor,attribute_lookup,retrieval,medium,"assessment tools, student goals, advising, understanding",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to introduce proactive advising strategies into your workflow,advisor,attribute_lookup,retrieval,medium,"proactive advising, strategies, workflow, implementation",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
what training is available for new academic advisors,advisor,attribute_lookup,retrieval,medium,"training, new advisors, academic advising, resources",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to create effective advising appointment templates and agendas,advisor,attribute_lookup,retrieval,medium,"appointment templates, agendas, advising, organization",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to use Starfish or similar early alert platforms in advising,advisor,attribute_lookup,retrieval,medium,"Starfish, early alert, advising platform, tools",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to design advising outreach campaigns for specific student groups,advisor,attribute_lookup,retrieval,medium,"outreach campaigns, student groups, advising, design",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
how to evaluate student satisfaction with advising services,advisor,attribute_lookup,retrieval,medium,"student satisfaction, advising services, evaluation, feedback",academic_advising,advising tools,Data - Edward.csv,advisor,attribute_lookup,academic_advising,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:academic_advising",
