query_text,persona,intent_label,complexity,notes,route,tier,entity_types,normalization_flags
university of michigan,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,persona:school_only_pattern
colleges in California full ride options with strong research and internships,high_school_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,"location,cost_constraint",
Brown,high_school_student,direct_lookup,llm_needed,simple entity,typesense_only,easy,school,
UC Irvine job placement for architecture,parent,career_outcomes,llm_needed,outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
Columbia non-competitive culture,high_school_student,campus_life_fit,llm_needed,subjective fit,llm_advisory,complex,"school,fit_or_culture_cue",
USC vs University of Florida,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,location",
does Virginia Tech have mechanical engineering,advisor,attribute_lookup,short_circuit,single attribute; advisor framing,typesense_plus_metadata,easy,"school,major_or_program",
four year cost of University of Maryland including housing,parent,cost_financial_aid,complex,needs recommendations; parent framing,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
four year cost of Caltech including housing,parent,cost_financial_aid,complex,how-to / admissions; parent framing,finance_guidance,medium,"cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Georgia Tech scholarships,advisor,cost_financial_aid,medium,cost / aid,finance_guidance,medium,"school,cost_constraint",
create reach target safety list for electrical engineering in the Midwest under 40k,advisor,multi_constraint,complex,compare entities; advisor framing,foundry_multi_agent,complex,"major_or_program,location",intent:advisor_list_pattern
Columbia financial aid,advisor,cost_financial_aid,short_circuit,single attribute,finance_guidance,medium,"school,cost_constraint",intent:cost_pattern
mental health counseling for Northwestern,high_school_student,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,school,
cheapest biology schools in the Midwest,counselor_teacher,filtered_search,medium,cost / aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
what schools should i apply to for economics near Chicago good financial aid,college_student,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
recommend medium-sized colleges in warm states for aerospace engineering safety schools,college_student,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location",
four year cost of UC Irvine including housing,parent,cost_financial_aid,complex,multi-constraint; parent framing,finance_guidance,medium,"cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
recommend small colleges near Chicago for aerospace engineering reach schools,counselor_teacher,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location",
Arizona State admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,compare entities; counselor framing,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
create reach target safety list for political science near the beach full ride options,advisor,multi_constraint,short_circuit,simple entity; advisor framing,foundry_multi_agent,complex,"location,cost_constraint",intent:advisor_list_pattern
create reach target safety list for engineering in the Midwest under 20k,advisor,multi_constraint,complex,needs recommendations; advisor framing,foundry_multi_agent,complex,"major_or_program,location",intent:advisor_list_pattern
large electrical engineering colleges in the Midwest under 40k safety schools,advisor,filtered_search,llm_needed,multi-constraint; advisor framing,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
Princeton student-to-faculty ratio,high_school_student,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,school,
schools with normal people,counselor_teacher,campus_life_fit,complex,subjective fit,llm_advisory,complex,fit_or_culture_cue,
Virginia Tech admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,multi-constraint; counselor framing,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
UC San Diego housing guarantee,parent,attribute_lookup,medium,outcomes; parent framing,typesense_plus_metadata,easy,admissions_or_attribute_signal,intent:housing_guarantee_pattern
georgia tech,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,persona:school_only_pattern
what schools should i apply to for engineering in Texas good financial aid,counselor_teacher,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
Northwestern housing guarantee,parent,attribute_lookup,complex,needs rewrite; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
affordable pre-law schools in Texas with good job placement,parent,career_outcomes,complex,multi-constraint,outcomes_pipeline,medium,"major_or_program,location,career_outcome_cue",intent:career_pattern
UCLA campus safety,college_student,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,school,
NYU job placement for finance,counselor_teacher,career_outcomes,short_circuit,outcomes,outcomes_pipeline,medium,"school,career_outcome_cue",
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,B2B,b2b_workflow,medium,b2b_request_type,persona:b2b_pattern
Boston University housing guarantee,parent,attribute_lookup,medium,how-to / admissions; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
Boston University tuition vs MIT tuition,high_school_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,cost_constraint",
create reach target safety list for data science in California under 40k,advisor,multi_constraint,complex,needs rewrite; advisor framing,foundry_multi_agent,complex,location,intent:advisor_list_pattern
create reach target safety list for pre-med in the Midwest under 20k,advisor,multi_constraint,short_circuit,single attribute; advisor framing,foundry_multi_agent,complex,"major_or_program,location",intent:advisor_list_pattern
large computer science colleges in warm states good financial aid reach schools,parent,multi_constraint,short_circuit,multi-constraint,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
affordable psychology schools near the beach with good job placement,counselor_teacher,career_outcomes,complex,multi-constraint,outcomes_pipeline,medium,"major_or_program,location,career_outcome_cue",intent:career_pattern
schools with normal people,parent,campus_life_fit,medium,subjective fit,llm_advisory,complex,fit_or_culture_cue,
what schools should i apply to for data science not Florida full ride options,high_school_student,recommendation,complex,needs recommendations,recommendation_workflow,complex,"location,cost_constraint",
four year cost of Carnegie Mellon including housing,parent,cost_financial_aid,short_circuit,single attribute; parent framing,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
what schools should i apply to for mechanical engineering in the Midwest good financial aid,college_student,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
small film colleges near a major tech hub low tuition not too competitive,college_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,"major_or_program,cost_constraint",
MIT vs Virginia Tech for film,advisor,comparison,complex,compare entities; advisor framing,compare_pipeline,complex,"school,comparison_target,major_or_program",
Caltech housing guarantee,parent,attribute_lookup,medium,how-to / admissions; parent framing,typesense_plus_metadata,easy,admissions_or_attribute_signal,intent:housing_guarantee_pattern
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,B2B; parent framing,b2b_workflow,medium,b2b_request_type,persona:b2b_pattern
large biology colleges near Chicago full ride options target schools,college_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
schools with high internship placement rates,counselor_teacher,career_outcomes,medium,outcomes,outcomes_pipeline,medium,career_outcome_cue,
Northwestern vs UC San Diego for psychology,parent,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
best business schools not Florida,high_school_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
UT Austin vs MIT,counselor_teacher,comparison,complex,compare entities; counselor framing,compare_pipeline,complex,"school,comparison_target",
Princeton,high_school_student,direct_lookup,short_circuit,simple entity; parent framing,typesense_only,easy,school,persona:school_only_pattern
does Virginia Tech have electrical engineering,advisor,attribute_lookup,complex,single attribute,typesense_plus_metadata,easy,"school,major_or_program",
Purdue tuition vs Cornell tuition,high_school_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,cost_constraint",
schools with normal people,advisor,campus_life_fit,llm_needed,subjective fit,llm_advisory,complex,fit_or_culture_cue,
large chemistry colleges near a major tech hub under 20k safety schools,high_school_student,filtered_search,complex,multi-constraint,semantic_or_faceted_search,medium,,intent:filtered_search_pattern
