schools that give strong merit aid to B+ students,counselor,filtered_search,medium,"Merit aid, B+ students",financial_aid_info,aid targeting
how do I help a student who only wants to go to one school,counselor,advisory,llm_needed,Admissions,admissions_info,single option risk
universities strong for students wanting international careers,counselor,filtered_search,medium,International careers,career_services_info,global outcomes
what should a first gen student emphasize in their essay,counselor,advisory,llm_needed,"First-gen student, Essay",admissions_info,application coaching
schools with strong international student communities,counselor,filtered_search,medium,International students,campus_services_info,diversity
how many AP classes looks good in college apps,counselor,advisory,llm_needed,AP classes,admissions_info,course rigor strategy
colleges with strong programs for students interested in criminal justice reform,counselor,filtered_search,medium,Criminal justice reform,academic_program_info,policy program
schools with accelerated nursing programs,counselor,filtered_search,medium,Accelerated nursing,academic_program_info,nursing track
how do I explain early action vs early decision to a student,counselor,advisory,llm_needed,EA vs ED,admissions_info,admissions education
colleges with strong programs in data science not just cs,counselor,filtered_search,medium,Data Science,academic_program_info,program differentiation
what are good colleges for a student strong in math but weak in writing,counselor,advisory,llm_needed,Math/Writing skills,college_search,skill-based guidance
schools with strong career pipelines into healthcare,counselor,filtered_search,medium,Healthcare careers,career_services_info,career pathway
how do I help students not obsess over rankings,counselor,advisory,llm_needed,Rankings,college_search,mindset coaching
colleges that value unique talents in admissions like gaming or art,counselor,filtered_search,medium,Holistic admissions,admissions_info,holistic admissions
what schools are best for a student who wants to study abroad early,counselor,filtered_search,medium,Study abroad,academic_program_info,abroad emphasis
how to advise a student applying with a learning disability disclosure,counselor,advisory,llm_needed,Learning disability,admissions_info,sensitive advising
schools with strong support for international applicants transitioning to US,counselor,filtered_search,medium,International applicants,campus_services_info,international support
colleges that offer full tuition scholarships for valedictorians,counselor,filtered_search,medium,"Valedictorian, Scholarships",financial_aid_info,scholarship programs
how do I coach a student who got waitlisted everywhere,counselor,advisory,llm_needed,Waitlist,admissions_info,post-decision advising
schools strong in health communication or public health at undergrad,counselor,filtered_search,medium,Public Health,academic_program_info,public health programs
what are realistic reach schools for a student with 1450 SAT,counselor,advisory,llm_needed,1450 SAT,admissions_info,list calibration
colleges with strong programs for students wanting to enter tech policy,counselor,filtered_search,medium,Tech policy,academic_program_info,niche career path
how do I talk to a student about not getting into their dream school,counselor,emotional_advisory,llm_needed,Rejection,admissions_info,emotional support
schools with strong cognitive science programs,counselor,filtered_search,medium,Cognitive Science,academic_program_info,niche program
what's the difference between QuestBridge and applying normally,counselor,advisory,llm_needed,QuestBridge,financial_aid_info,financial program
schools with strong aviation or aeronautics programs,counselor,filtered_search,medium,Aviation,academic_program_info,specialized program
