Query,Persona,Intent,Complexity,Entities,Route,Notes
University of Wisconsin admissions profile average sat and gpa,counselor_teacher,attribute_lookup,short_circuit,,,single attribute; counselor framing
what essays does Arizona State require,high_school_student,admissions_process,medium,,,how-to / admissions
Northeastern scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
large computer science colleges near a major tech hub under 40k not too competitive,college_student,multi_constraint,complex,,,multi-constraint
what schools should i apply to for pre-med not Florida full ride options,high_school_student,recommendation,complex,,,needs recommendations
request demo for our admissions team,counselor_teacher,b2b_partnership,complex,,,B2B
colleges in the Midwest full ride options with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
schools like Harvard but cheaper,high_school_student,recommendation,complex,,,needs recommendations
university of washington,high_school_student,exact_lookup,short_circuit,,,simple entity
Stanford vs USC for chemistry,counselor_teacher,comparison,complex,,,compare entities
how do i apply to Northeastern,high_school_student,admissions_process,medium,,,how-to / admissions
UC Irvine job placement for pre-law,high_school_student,career_outcomes,medium,,,outcomes
UC San Diego housing guarantee,parent,filtered_search,medium,,,1–2 filters; parent framing
University of Michigan financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
do i need sat for USC,advisor,admissions_process,medium,,,how-to / admissions
UT Austin vs USC for mechanical engineering,high_school_student,comparison,complex,,,compare entities
University of Michigan job placement for chemistry,high_school_student,career_outcomes,medium,,,outcomes
what essays does University of Michigan require,college_student,admissions_process,medium,,,how-to / admissions
schools with high internship placement rates,parent,career_outcomes,complex,,,outcomes
recommend small colleges near Chicago for electrical engineering target schools,counselor_teacher,recommendation,complex,,,needs recommendations
recommend medium-sized colleges on the East Coast for finance not too competitive,college_student,recommendation,complex,,,needs recommendations
best colleges for computer science job outcomes,college_student,career_outcomes,medium,,,outcomes
what schools should i apply to for data science in the Midwest under 20k,college_student,recommendation,complex,,,needs recommendations
four year cost of Harvard including housing,parent,cost_financial_aid,medium,,,cost / aid; parent framing
NYU scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
cheapest pre-law schools on the East Coast,high_school_student,cost_financial_aid,medium,,,cost / aid
Vanderbilt job placement for nursing,parent,career_outcomes,medium,,,outcomes
do i need sat for UC San Diego,college_student,admissions_process,medium,,,how-to / admissions
Cornell introverts,high_school_student,campus_life_fit,llm_needed,,,subjective fit
Princeton normal people,high_school_student,campus_life_fit,llm_needed,,,subjective fit
schools good for chill campus,college_student,campus_life_fit,complex,,,subjective fit
Boston University financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
pricing for partner colleges,advisor,b2b_partnership,medium,,,B2B; advisor framing
recommend medium-sized colleges near Chicago for psychology reach schools,college_student,recommendation,complex,,,needs recommendations
recommend large colleges in Texas for engineering target schools,counselor_teacher,recommendation,complex,,,needs recommendations
affordable electrical engineering schools not Florida with good job placement,parent,multi_constraint,complex,,,multi-constraint; parent framing
University of Michigan admissions profile average sat and gpa,counselor_teacher,attribute_lookup,short_circuit,,,single attribute; counselor framing
what essays does USC require,parent,admissions_process,medium,,,how-to / admissions; parent framing
colleges not Florida under 20k with strong research and internships,counselor_teacher,multi_constraint,complex,,,multi-constraint
create reach target safety list for neuroscience near a major tech hub good financial aid,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
carnegie mellon,counselor_teacher,exact_lookup,short_circuit,,,simple entity
Brown application deadlines,college_student,admissions_process,medium,,,how-to / admissions
schools on the East Coast with low student-to-faculty ratio,parent,filtered_search,medium,,,1–2 filters
colleges where people dont care about football,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
UC Berkeley job placement for computer science,high_school_student,career_outcomes,medium,,,outcomes
University of Washington housing guarantee,parent,admissions_process,medium,,,how-to / admissions; parent framing
what essays does Penn State require,high_school_student,admissions_process,medium,,,how-to / admissions
do i need sat for Northeastern,counselor_teacher,admissions_process,medium,,,how-to / admissions
colleges in the Midwest low tuition with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
create reach target safety list for film near a major tech hub good financial aid,advisor,career_outcomes,medium,,,outcomes; advisor framing
Vanderbilt student-to-faculty ratio,high_school_student,attribute_lookup,short_circuit,,,single attribute
create reach target safety list for architecture on the East Coast under 20k,advisor,b2b_partnership,medium,,,B2B; advisor framing
University of Michigan,college_student,exact_lookup,short_circuit,,,simple entity
Northeastern financial aid for out of state,parent,cost_financial_aid,medium,,,cost / aid
schools good for normal people,high_school_student,campus_life_fit,short_circuit,,,subjective fit
does UC Berkeley have film,high_school_student,attribute_lookup,short_circuit,,,single attribute
Cornell financial aid for out of state,college_student,cost_financial_aid,medium,,,cost / aid
schools in the Midwest with low student-to-faculty ratio,high_school_student,filtered_search,medium,,,1–2 filters
schools like University of Washington but cheaper,high_school_student,recommendation,complex,,,needs recommendations
does USC have aerospace engineering,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
MIT vibe,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
schools near Chicago with low student-to-faculty ratio,high_school_student,filtered_search,medium,,,1–2 filters
Columbia vs University of Maryland for nursing,college_student,comparison,complex,,,compare entities
ucla,advisor,exact_lookup,short_circuit,,,simple entity
University of Maryland vs UCLA for electrical engineering,counselor_teacher,comparison,complex,,,compare entities
does Stanford have economics,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
recommend small colleges near the beach for engineering target schools,college_student,recommendation,complex,,,needs recommendations
best chemistry schools not Florida,college_student,filtered_search,medium,,,1–2 filters
Carnegie Mellon application deadlines,counselor_teacher,admissions_process,medium,,,how-to / admissions; counselor framing
schools like Caltech but cheaper,advisor,recommendation,complex,,,needs recommendations
UCLA tuition vs University of Maryland tuition,counselor_teacher,comparison,complex,,,compare entities
small engineering colleges near Chicago low tuition safety schools,advisor,multi_constraint,complex,,,multi-constraint
colleges in warm states good financial aid with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
University of Washington financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
